tweet_id,favorites,retweets
667437278097252352,427,225
667435689202614272,294,81
667405339315146752,446,213
667393430834667520,185,52
667369227918143488,349,153
667211855547486208,462,225
667200525029539841,583,247
667192066997374976,365,93
667188689915760640,712,378
667182792070062081,13611,5832
667177989038297088,183,51
667176164155375616,582,432
667174963120574464,233,74
667171260800061440,210,79
667165590075940865,2556,1065
667160273090932737,247,60
667152164079423490,45391,15997
667138269671505920,4349,2061
667119796878725120,317,123
667090893657276420,316,118
667073648344346624,378,112
667070482143944705,79,14
667065535570550784,160,42
667062181243039745,210,49
667044094246576128,175,46
667012601033924608,425,211
666996132027977728,230,84
666983947667116034,2418,924
666837028449972224,765,520
666835007768551424,200,76
666826780179869698,241,87
666817836334096384,488,236
666804364988780544,220,85
666786068205871104,715,456
666781792255496192,364,178
666776908487630848,330,161
666739327293083650,223,62
666701168228331520,406,204
666691418707132416,176,45
666649482315059201,1058,582
666644823164719104,221,76
666454714377183233,490,199
666447344410484738,98,18
666437273139982337,116,42
666435652385423360,158,47
666430724426358785,298,177
666428276349472768,156,77
666421158376562688,299,105
666418789513326592,115,42
666411507551481857,413,298
666407126856765440,100,32
666396247373291520,158,75
666373753744588802,174,83
666362758909284353,723,518
666353288456101888,198,66
666345417576210432,275,128
666337882303524864,181,83
666293911632134144,463,317
666287406224695296,136,60
666273097616637952,161,70
666268910803644416,96,32
666104133288665088,13589,5966
666102155909144576,70,11
666099513787052032,143,60
666094000022159362,154,66
666082916733198337,103,41
666073100786774016,297,146
666071193221509120,136,52
666063827256086533,448,197
666058600524156928,105,53
666057090499244032,268,124
666055525042405380,407,220
666051853826850816,1123,773
666050758794694657,124,51
666049248165822465,96,40
666044226329800704,271,131
666033412701032449,112,41
666029285002620928,121,42
666020888022790149,2404,460
